date,category,amount,month
2025-09-16,Pesticides & Fungicides,1453.0,2025-09
2025-09-16,Seeds & Rootstock,742.0,2025-09
2025-09-16,Electricity,436.0,2025-09
2025-09-16,Water,204.0,2025-09
2025-09-16,Equipment Maintenance,317.0,2025-09
2025-09-16,Transport,316.0,2025-09
2025-09-16,Packaging Materials,251.0,2025-09
2025-09-16,Miscellaneous,230.0,2025-09
2025-09-17,Labor - Regular,3437.0,2025-09
2025-09-17,Labor - Overtime,449.0,2025-09
2025-09-17,Fertilizers,1095.0,2025-09
2025-09-17,Pesticides & Fungicides,1289.0,2025-09
2025-09-17,Seeds & Rootstock,965.0,2025-09
2025-09-17,Electricity,394.0,2025-09
2025-09-17,Water,182.0,2025-09
2025-09-17,Equipment Maintenance,195.0,2025-09
2025-09-17,Transport,409.0,2025-09
2025-09-17,Packaging Materials,275.0,2025-09
2025-09-17,Miscellaneous,95.0,2025-09
2025-09-18,Labor - Regular,3210.0,2025-09
2025-09-18,Labor - Overtime,385.0,2025-09
2025-09-18,Fertilizers,1104.0,2025-09
2025-09-18,Pesticides & Fungicides,1475.0,2025-09
2025-09-18,Seeds & Rootstock,821.0,2025-09
2025-09-18,Electricity,390.0,2025-09
2025-09-18,Water,204.0,2025-09
2025-09-18,Equipment Maintenance,272.0,2025-09
2025-09-18,Transport,406.0,2025-09
2025-09-18,Packaging Materials,280.0,2025-09
2025-09-18,Miscellaneous,101.0,2025-09
2025-09-19,Labor - Regular,3221.0,2025-09
2025-09-19,Labor - Overtime,652.0,2025-09
2025-09-19,Fertilizers,1037.0,2025-09
2025-09-19,Pesticides & Fungicides,1598.0,2025-09
2025-09-19,Seeds & Rootstock,671.0,2025-09
2025-09-19,Electricity,442.0,2025-09
2025-09-19,Water,182.0,2025-09
2025-09-19,Equipment Maintenance,190.0,2025-09
2025-09-19,Transport,416.0,2025-09
2025-09-19,Packaging Materials,187.0,2025-09
2025-09-19,Miscellaneous,205.0,2025-09
2025-09-20,Labor - Regular,3406.0,2025-09
2025-09-20,Labor - Overtime,350.0,2025-09
2025-09-20,Fertilizers,1187.0,2025-09
2025-09-20,Pesticides & Fungicides,1517.0,2025-09
2025-09-20,Seeds & Rootstock,832.0,2025-09
2025-09-20,Electricity,356.0,2025-09
2025-09-20,Water,188.0,2025-09
2025-09-20,Equipment Maintenance,226.0,2025-09
2025-09-20,Transport,322.0,2025-09
2025-09-20,Packaging Materials,197.0,2025-09
2025-09-20,Miscellaneous,105.0,2025-09
2025-09-21,Labor - Regular,0.0,2025-09
2025-09-21,Labor - Overtime,0.0,2025-09
2025-09-21,Fertilizers,100.0,2025-09
2025-09-21,Pesticides & Fungicides,99.0,2025-09
2025-09-21,Seeds & Rootstock,73.0,2025-09
2025-09-21,Electricity,40.0,2025-09
2025-09-21,Water,19.0,2025-09
2025-09-21,Equipment Maintenance,16.0,2025-09
2025-09-21,Transport,29.0,2025-09
2025-09-21,Packaging Materials,23.0,2025-09
2025-09-21,Miscellaneous,15.0,2025-09
2025-09-22,Labor - Regular,3244.0,2025-09
2025-09-22,Labor - Overtime,348.0,2025-09
2025-09-22,Fertilizers,1256.0,2025-09
2025-09-22,Pesticides & Fungicides,798.0,2025-09
2025-09-22,Seeds & Rootstock,773.0,2025-09
2025-09-22,Electricity,358.0,2025-09
2025-09-22,Water,225.0,2025-09
2025-09-22,Equipment Maintenance,190.0,2025-09
2025-09-22,Transport,375.0,2025-09
2025-09-22,Packaging Materials,248.0,2025-09
2025-09-22,Miscellaneous,219.0,2025-09
2025-09-23,Labor - Regular,3448.0,2025-09
2025-09-23,Labor - Overtime,511.0,2025-09
2025-09-23,Fertilizers,1226.0,2025-09
2025-09-23,Pesticides & Fungicides,1182.0,2025-09
2025-09-23,Seeds & Rootstock,803.0,2025-09
2025-09-23,Electricity,404.0,2025-09
2025-09-23,Water,222.0,2025-09
2025-09-23,Equipment Maintenance,208.0,2025-09
2025-09-23,Transport,381.0,2025-09
2025-09-23,Packaging Materials,262.0,2025-09
2025-09-23,Miscellaneous,224.0,2025-09
2025-09-24,Labor - Regular,3435.0,2025-09
2025-09-24,Labor - Overtime,397.0,2025-09
2025-09-24,Fertilizers,1167.0,2025-09
2025-09-24,Pesticides & Fungicides,1181.0,2025-09
2025-09-24,Seeds & Rootstock,841.0,2025-09
2025-09-24,Electricity,435.0,2025-09
2025-09-24,Water,215.0,2025-09
2025-09-24,Equipment Maintenance,229.0,2025-09
2025-09-24,Transport,393.0,2025-09
2025-09-24,Packaging Materials,218.0,2025-09
2025-09-24,Miscellaneous,148.0,2025-09
2025-09-25,Labor - Regular,3274.0,2025-09
2025-09-25,Labor - Overtime,433.0,2025-09
2025-09-25,Fertilizers,976.0,2025-09
2025-09-25,Pesticides & Fungicides,1008.0,2025-09
2025-09-25,Seeds & Rootstock,1050.0,2025-09
2025-09-25,Electricity,362.0,2025-09
2025-09-25,Water,182.0,2025-09
2025-09-25,Equipment Maintenance,332.0,2025-09
2025-09-25,Transport,310.0,2025-09
2025-09-25,Packaging Materials,230.0,2025-09
2025-09-25,Miscellaneous,90.0,2025-09
2025-09-26,Labor - Regular,3214.0,2025-09
2025-09-26,Labor - Overtime,679.0,2025-09
2025-09-26,Fertilizers,1049.0,2025-09
2025-09-26,Pesticides & Fungicides,1367.0,2025-09
2025-09-26,Seeds & Rootstock,937.0,2025-09
2025-09-26,Electricity,438.0,2025-09
2025-09-26,Water,193.0,2025-09
2025-09-26,Equipment Maintenance,327.0,2025-09
2025-09-26,Transport,406.0,2025-09
2025-09-26,Packaging Materials,214.0,2025-09
2025-09-26,Miscellaneous,137.0,2025-09
2025-09-27,Labor - Regular,3485.0,2025-09
2025-09-27,Labor - Overtime,616.0,2025-09
2025-09-27,Fertilizers,1243.0,2025-09
2025-09-27,Pesticides & Fungicides,1439.0,2025-09
2025-09-27,Seeds & Rootstock,613.0,2025-09
2025-09-27,Electricity,422.0,2025-09
2025-09-27,Water,207.0,2025-09
2025-09-27,Equipment Maintenance,339.0,2025-09
2025-09-27,Transport,362.0,2025-09
2025-09-27,Packaging Materials,267.0,2025-09
2025-09-27,Miscellaneous,191.0,2025-09
2025-09-28,Labor - Regular,0.0,2025-09
2025-09-28,Labor - Overtime,0.0,2025-09
2025-09-28,Fertilizers,115.0,2025-09
2025-09-28,Pesticides & Fungicides,82.0,2025-09
2025-09-28,Seeds & Rootstock,101.0,2025-09
2025-09-28,Electricity,37.0,2025-09
2025-09-28,Water,22.0,2025-09
2025-09-28,Equipment Maintenance,30.0,2025-09
2025-09-28,Transport,36.0,2025-09
2025-09-28,Packaging Materials,21.0,2025-09
2025-09-28,Miscellaneous,22.0,2025-09
2025-09-29,Labor - Regular,3191.0,2025-09
2025-09-29,Labor - Overtime,642.0,2025-09
2025-09-29,Fertilizers,1101.0,2025-09
2025-09-29,Pesticides & Fungicides,1170.0,2025-09
2025-09-29,Seeds & Rootstock,806.0,2025-09
2025-09-29,Electricity,450.0,2025-09
2025-09-29,Water,224.0,2025-09
2025-09-29,Equipment Maintenance,176.0,2025-09
2025-09-29,Transport,353.0,2025-09
2025-09-29,Packaging Materials,236.0,2025-09
2025-09-29,Miscellaneous,115.0,2025-09
2025-09-30,Labor - Regular,3418.0,2025-09
2025-09-30,Labor - Overtime,570.0,2025-09
2025-09-30,Fertilizers,1184.0,2025-09
2025-09-30,Pesticides & Fungicides,870.0,2025-09
2025-09-30,Seeds & Rootstock,1041.0,2025-09
2025-09-30,Electricity,377.0,2025-09
2025-09-30,Water,189.0,2025-09
2025-09-30,Equipment Maintenance,349.0,2025-09
2025-09-30,Transport,297.0,2025-09
2025-09-30,Packaging Materials,214.0,2025-09
2025-09-30,Miscellaneous,137.0,2025-09
2025-10-01,Labor - Regular,3489.0,2025-10
2025-10-01,Labor - Overtime,308.0,2025-10
2025-10-01,Fertilizers,1454.0,2025-10
2025-10-01,Pesticides & Fungicides,521.0,2025-10
2025-10-01,Seeds & Rootstock,646.0,2025-10
2025-10-01,Electricity,369.0,2025-10
2025-10-01,Water,225.0,2025-10
2025-10-01,Equipment Maintenance,218.0,2025-10
2025-10-01,Transport,397.0,2025-10
2025-10-01,Packaging Materials,265.0,2025-10
2025-10-01,Miscellaneous,166.0,2025-10
2025-10-02,Labor - Regular,3198.0,2025-10
2025-10-02,Labor - Overtime,561.0,2025-10
2025-10-02,Fertilizers,978.0,2025-10
2025-10-02,Pesticides & Fungicides,642.0,2025-10
2025-10-02,Seeds & Rootstock,832.0,2025-10
2025-10-02,Electricity,350.0,2025-10
2025-10-02,Water,164.0,2025-10
2025-10-02,Equipment Maintenance,322.0,2025-10
2025-10-02,Transport,380.0,2025-10
2025-10-02,Packaging Materials,235.0,2025-10
2025-10-02,Miscellaneous,203.0,2025-10
2025-10-03,Labor - Regular,3287.0,2025-10
2025-10-03,Labor - Overtime,325.0,2025-10
2025-10-03,Fertilizers,1096.0,2025-10
2025-10-03,Pesticides & Fungicides,469.0,2025-10
2025-10-03,Seeds & Rootstock,688.0,2025-10
2025-10-03,Electricity,413.0,2025-10
2025-10-03,Water,240.0,2025-10
2025-10-03,Equipment Maintenance,307.0,2025-10
2025-10-03,Transport,328.0,2025-10
2025-10-03,Packaging Materials,251.0,2025-10
2025-10-03,Miscellaneous,186.0,2025-10
2025-10-04,Labor - Regular,3487.0,2025-10
2025-10-04,Labor - Overtime,329.0,2025-10
2025-10-04,Fertilizers,1239.0,2025-10
2025-10-04,Pesticides & Fungicides,448.0,2025-10
2025-10-04,Seeds & Rootstock,964.0,2025-10
2025-10-04,Electricity,379.0,2025-10
2025-10-04,Water,181.0,2025-10
2025-10-04,Equipment Maintenance,318.0,2025-10
2025-10-04,Transport,380.0,2025-10
2025-10-04,Packaging Materials,216.0,2025-10
2025-10-04,Miscellaneous,229.0,2025-10
2025-10-05,Labor - Regular,0.0,2025-10
2025-10-05,Labor - Overtime,0.0,2025-10
2025-10-05,Fertilizers,123.0,2025-10
2025-10-05,Pesticides & Fungicides,79.0,2025-10
2025-10-05,Seeds & Rootstock,93.0,2025-10
2025-10-05,Electricity,37.0,2025-10
2025-10-05,Water,17.0,2025-10
2025-10-05,Equipment Maintenance,21.0,2025-10
2025-10-05,Transport,31.0,2025-10
2025-10-05,Packaging Materials,24.0,2025-10
2025-10-05,Miscellaneous,21.0,2025-10
2025-10-06,Labor - Regular,3204.0,2025-10
2025-10-06,Labor - Overtime,305.0,2025-10
2025-10-06,Fertilizers,1449.0,2025-10
2025-10-06,Pesticides & Fungicides,645.0,2025-10
2025-10-06,Seeds & Rootstock,718.0,2025-10
2025-10-06,Electricity,366.0,2025-10
2025-10-06,Water,178.0,2025-10
2025-10-06,Equipment Maintenance,277.0,2025-10
2025-10-06,Transport,266.0,2025-10
2025-10-06,Packaging Materials,223.0,2025-10
2025-10-06,Miscellaneous,134.0,2025-10
2025-10-07,Labor - Regular,3261.0,2025-10
2025-10-07,Labor - Overtime,639.0,2025-10
2025-10-07,Fertilizers,1080.0,2025-10
2025-10-07,Pesticides & Fungicides,456.0,2025-10
2025-10-07,Seeds & Rootstock,846.0,2025-10
2025-10-07,Electricity,453.0,2025-10
2025-10-07,Water,220.0,2025-10
2025-10-07,Equipment Maintenance,191.0,2025-10
2025-10-07,Transport,377.0,2025-10
2025-10-07,Packaging Materials,261.0,2025-10
2025-10-07,Miscellaneous,109.0,2025-10
2025-10-08,Labor - Regular,3371.0,2025-10
2025-10-08,Labor - Overtime,400.0,2025-10
2025-10-08,Fertilizers,1182.0,2025-10
2025-10-08,Pesticides & Fungicides,473.0,2025-10
2025-10-08,Seeds & Rootstock,725.0,2025-10
2025-10-08,Electricity,398.0,2025-10
2025-10-08,Water,204.0,2025-10
2025-10-08,Equipment Maintenance,316.0,2025-10
2025-10-08,Transport,383.0,2025-10
2025-10-08,Packaging Materials,259.0,2025-10
2025-10-08,Miscellaneous,117.0,2025-10
2025-10-09,Labor - Regular,3452.0,2025-10
2025-10-09,Labor - Overtime,535.0,2025-10
2025-10-09,Fertilizers,1149.0,2025-10
2025-10-09,Pesticides & Fungicides,469.0,2025-10
2025-10-09,Seeds & Rootstock,655.0,2025-10
2025-10-09,Electricity,422.0,2025-10
2025-10-09,Water,228.0,2025-10
2025-10-09,Equipment Maintenance,344.0,2025-10
2025-10-09,Transport,300.0,2025-10
2025-10-09,Packaging Materials,259.0,2025-10
2025-10-09,Miscellaneous,199.0,2025-10
2025-10-10,Labor - Regular,3325.0,2025-10
2025-10-10,Labor - Overtime,655.0,2025-10
2025-10-10,Fertilizers,1067.0,2025-10
2025-10-10,Pesticides & Fungicides,556.0,2025-10
2025-10-10,Seeds & Rootstock,1020.0,2025-10
2025-10-10,Electricity,386.0,2025-10
2025-10-10,Water,188.0,2025-10
2025-10-10,Equipment Maintenance,310.0,2025-10
2025-10-10,Transport,378.0,2025-10
2025-10-10,Packaging Materials,226.0,2025-10
2025-10-10,Miscellaneous,118.0,2025-10
2025-10-11,Labor - Regular,3324.0,2025-10
2025-10-11,Labor - Overtime,538.0,2025-10
2025-10-11,Fertilizers,1029.0,2025-10
2025-10-11,Pesticides & Fungicides,493.0,2025-10
2025-10-11,Seeds & Rootstock,977.0,2025-10
2025-10-11,Electricity,460.0,2025-10
2025-10-11,Water,217.0,2025-10
2025-10-11,Equipment Maintenance,179.0,2025-10
2025-10-11,Transport,324.0,2025-10
2025-10-11,Packaging Materials,209.0,2025-10
2025-10-11,Miscellaneous,133.0,2025-10
2025-10-12,Labor - Regular,0.0,2025-10
2025-10-12,Labor - Overtime,0.0,2025-10
2025-10-12,Fertilizers,126.0,2025-10
2025-10-12,Pesticides & Fungicides,66.0,2025-10
2025-10-12,Seeds & Rootstock,65.0,2025-10
2025-10-12,Electricity,43.0,2025-10
2025-10-12,Water,17.0,2025-10
2025-10-12,Equipment Maintenance,29.0,2025-10
2025-10-12,Transport,38.0,2025-10
2025-10-12,Packaging Materials,23.0,2025-10
2025-10-12,Miscellaneous,14.0,2025-10
2025-10-13,Labor - Regular,3367.0,2025-10
2025-10-13,Labor - Overtime,321.0,2025-10
2025-10-13,Fertilizers,1421.0,2025-10
2025-10-13,Pesticides & Fungicides,802.0,2025-10
2025-10-13,Seeds & Rootstock,801.0,2025-10
2025-10-13,Electricity,389.0,2025-10
2025-10-13,Water,192.0,2025-10
2025-10-13,Equipment Maintenance,162.0,2025-10
2025-10-13,Transport,367.0,2025-10
2025-10-13,Packaging Materials,221.0,2025-10
2025-10-13,Miscellaneous,88.0,2025-10
2025-10-14,Labor - Regular,3313.0,2025-10
2025-10-14,Labor - Overtime,570.0,2025-10
2025-10-14,Fertilizers,1040.0,2025-10
2025-10-14,Pesticides & Fungicides,482.0,2025-10
2025-10-14,Seeds & Rootstock,978.0,2025-10
2025-10-14,Electricity,423.0,2025-10
2025-10-14,Water,216.0,2025-10
2025-10-14,Equipment Maintenance,162.0,2025-10
2025-10-14,Transport,291.0,2025-10
2025-10-14,Packaging Materials,226.0,2025-10
2025-10-14,Miscellaneous,200.0,2025-10
2025-10-15,Labor - Regular,3227.0,2025-10
2025-10-15,Labor - Overtime,526.0,2025-10
2025-10-15,Fertilizers,1039.0,2025-10
2025-10-15,Pesticides & Fungicides,501.0,2025-10
2025-10-15,Seeds & Rootstock,1059.0,2025-10
2025-10-15,Electricity,398.0,2025-10
2025-10-15,Water,163.0,2025-10
2025-10-15,Equipment Maintenance,362.0,2025-10
2025-10-15,Transport,377.0,2025-10
2025-10-15,Packaging Materials,272.0,2025-10
2025-10-15,Miscellaneous,91.0,2025-10
2025-10-16,Labor - Regular,3327.0,2025-10
2025-10-16,Labor - Overtime,371.0,2025-10
2025-10-16,Fertilizers,971.0,2025-10
2025-10-16,Pesticides & Fungicides,739.0,2025-10
2025-10-16,Seeds & Rootstock,999.0,2025-10
2025-10-16,Electricity,384.0,2025-10
2025-10-16,Water,216.0,2025-10
2025-10-16,Equipment Maintenance,371.0,2025-10
2025-10-16,Transport,305.0,2025-10
2025-10-16,Packaging Materials,198.0,2025-10
2025-10-16,Miscellaneous,127.0,2025-10
2025-10-17,Labor - Regular,3193.0,2025-10
2025-10-17,Labor - Overtime,566.0,2025-10
2025-10-17,Fertilizers,1160.0,2025-10
2025-10-17,Pesticides & Fungicides,793.0,2025-10
2025-10-17,Seeds & Rootstock,611.0,2025-10
2025-10-17,Electricity,409.0,2025-10
2025-10-17,Water,231.0,2025-10
2025-10-17,Equipment Maintenance,195.0,2025-10
2025-10-17,Transport,409.0,2025-10
2025-10-17,Packaging Materials,195.0,2025-10
2025-10-17,Miscellaneous,229.0,2025-10
2025-10-18,Labor - Regular,3259.0,2025-10
2025-10-18,Labor - Overtime,411.0,2025-10
2025-10-18,Fertilizers,946.0,2025-10
2025-10-18,Pesticides & Fungicides,488.0,2025-10
2025-10-18,Seeds & Rootstock,793.0,2025-10
2025-10-18,Electricity,346.0,2025-10
2025-10-18,Water,160.0,2025-10
2025-10-18,Equipment Maintenance,292.0,2025-10
2025-10-18,Transport,340.0,2025-10
2025-10-18,Packaging Materials,269.0,2025-10
2025-10-18,Miscellaneous,86.0,2025-10
2025-10-19,Labor - Regular,0.0,2025-10
2025-10-19,Labor - Overtime,0.0,2025-10
2025-10-19,Fertilizers,100.0,2025-10
2025-10-19,Pesticides & Fungicides,46.0,2025-10
2025-10-19,Seeds & Rootstock,100.0,2025-10
2025-10-19,Electricity,40.0,2025-10
2025-10-19,Water,17.0,2025-10
2025-10-19,Equipment Maintenance,31.0,2025-10
2025-10-19,Transport,30.0,2025-10
2025-10-19,Packaging Materials,24.0,2025-10
2025-10-19,Miscellaneous,19.0,2025-10
2025-10-20,Labor - Regular,3297.0,2025-10
2025-10-20,Labor - Overtime,573.0,2025-10
2025-10-20,Fertilizers,1383.0,2025-10
2025-10-20,Pesticides & Fungicides,797.0,2025-10
2025-10-20,Seeds & Rootstock,779.0,2025-10
2025-10-20,Electricity,380.0,2025-10
2025-10-20,Water,166.0,2025-10
2025-10-20,Equipment Maintenance,270.0,2025-10
2025-10-20,Transport,295.0,2025-10
2025-10-20,Packaging Materials,187.0,2025-10
2025-10-20,Miscellaneous,224.0,2025-10
2025-10-21,Labor - Regular,3232.0,2025-10
2025-10-21,Labor - Overtime,310.0,2025-10
2025-10-21,Fertilizers,1060.0,2025-10
2025-10-21,Pesticides & Fungicides,513.0,2025-10
2025-10-21,Seeds & Rootstock,888.0,2025-10
2025-10-21,Electricity,367.0,2025-10
2025-10-21,Water,231.0,2025-10
2025-10-21,Equipment Maintenance,262.0,2025-10
2025-10-21,Transport,255.0,2025-10
2025-10-21,Packaging Materials,280.0,2025-10
2025-10-21,Miscellaneous,149.0,2025-10
2025-10-22,Labor - Regular,3364.0,2025-10
2025-10-22,Labor - Overtime,535.0,2025-10
2025-10-22,Fertilizers,1018.0,2025-10
2025-10-22,Pesticides & Fungicides,580.0,2025-10
2025-10-22,Seeds & Rootstock,890.0,2025-10
2025-10-22,Electricity,347.0,2025-10
2025-10-22,Water,229.0,2025-10
2025-10-22,Equipment Maintenance,231.0,2025-10
2025-10-22,Transport,284.0,2025-10
2025-10-22,Packaging Materials,276.0,2025-10
2025-10-22,Miscellaneous,205.0,2025-10
2025-10-23,Labor - Regular,3318.0,2025-10
2025-10-23,Labor - Overtime,690.0,2025-10
2025-10-23,Fertilizers,1198.0,2025-10
2025-10-23,Pesticides & Fungicides,781.0,2025-10
2025-10-23,Seeds & Rootstock,921.0,2025-10
2025-10-23,Electricity,392.0,2025-10
2025-10-23,Water,238.0,2025-10
2025-10-23,Equipment Maintenance,269.0,2025-10
2025-10-23,Transport,314.0,2025-10
2025-10-23,Packaging Materials,256.0,2025-10
2025-10-23,Miscellaneous,138.0,2025-10
2025-10-24,Labor - Regular,3488.0,2025-10
2025-10-24,Labor - Overtime,645.0,2025-10
2025-10-24,Fertilizers,1193.0,2025-10
2025-10-24,Pesticides & Fungicides,557.0,2025-10
2025-10-24,Seeds & Rootstock,932.0,2025-10
2025-10-24,Electricity,436.0,2025-10
2025-10-24,Water,164.0,2025-10
2025-10-24,Equipment Maintenance,343.0,2025-10
2025-10-24,Transport,406.0,2025-10
2025-10-24,Packaging Materials,243.0,2025-10
2025-10-24,Miscellaneous,218.0,2025-10
2025-10-25,Labor - Regular,3314.0,2025-10
2025-10-25,Labor - Overtime,413.0,2025-10
2025-10-25,Fertilizers,1310.0,2025-10
2025-10-25,Pesticides & Fungicides,698.0,2025-10
2025-10-25,Seeds & Rootstock,856.0,2025-10
2025-10-25,Electricity,424.0,2025-10
2025-10-25,Water,180.0,2025-10
2025-10-25,Equipment Maintenance,297.0,2025-10
2025-10-25,Transport,359.0,2025-10
2025-10-25,Packaging Materials,272.0,2025-10
2025-10-25,Miscellaneous,138.0,2025-10
2025-10-26,Labor - Regular,0.0,2025-10
2025-10-26,Labor - Overtime,0.0,2025-10
2025-10-26,Fertilizers,99.0,2025-10
2025-10-26,Pesticides & Fungicides,49.0,2025-10
2025-10-26,Seeds & Rootstock,85.0,2025-10
2025-10-26,Electricity,39.0,2025-10
2025-10-26,Water,16.0,2025-10
2025-10-26,Equipment Maintenance,17.0,2025-10
2025-10-26,Transport,28.0,2025-10
2025-10-26,Packaging Materials,24.0,2025-10
2025-10-26,Miscellaneous,16.0,2025-10
2025-10-27,Labor - Regular,3375.0,2025-10
2025-10-27,Labor - Overtime,359.0,2025-10
2025-10-27,Fertilizers,1188.0,2025-10
2025-10-27,Pesticides & Fungicides,634.0,2025-10
2025-10-27,Seeds & Rootstock,770.0,2025-10
2025-10-27,Electricity,396.0,2025-10
2025-10-27,Water,210.0,2025-10
2025-10-27,Equipment Maintenance,216.0,2025-10
2025-10-27,Transport,257.0,2025-10
2025-10-27,Packaging Materials,215.0,2025-10
2025-10-27,Miscellaneous,118.0,2025-10
2025-10-28,Labor - Regular,3305.0,2025-10
2025-10-28,Labor - Overtime,345.0,2025-10
2025-10-28,Fertilizers,1217.0,2025-10
2025-10-28,Pesticides & Fungicides,594.0,2025-10
2025-10-28,Seeds & Rootstock,785.0,2025-10
2025-10-28,Electricity,409.0,2025-10
2025-10-28,Water,201.0,2025-10
2025-10-28,Equipment Maintenance,308.0,2025-10
2025-10-28,Transport,377.0,2025-10
2025-10-28,Packaging Materials,258.0,2025-10
2025-10-28,Miscellaneous,98.0,2025-10
2025-10-29,Labor - Regular,3299.0,2025-10
2025-10-29,Labor - Overtime,394.0,2025-10
2025-10-29,Fertilizers,1236.0,2025-10
2025-10-29,Pesticides & Fungicides,448.0,2025-10
2025-10-29,Seeds & Rootstock,1056.0,2025-10
2025-10-29,Electricity,343.0,2025-10
2025-10-29,Water,209.0,2025-10
2025-10-29,Equipment Maintenance,197.0,2025-10
2025-10-29,Transport,401.0,2025-10
2025-10-29,Packaging Materials,256.0,2025-10
2025-10-29,Miscellaneous,91.0,2025-10
2025-10-30,Labor - Regular,3298.0,2025-10
2025-10-30,Labor - Overtime,404.0,2025-10
2025-10-30,Fertilizers,1165.0,2025-10
2025-10-30,Pesticides & Fungicides,653.0,2025-10
2025-10-30,Seeds & Rootstock,622.0,2025-10
2025-10-30,Electricity,402.0,2025-10
2025-10-30,Water,211.0,2025-10
2025-10-30,Equipment Maintenance,226.0,2025-10
2025-10-30,Transport,269.0,2025-10
2025-10-30,Packaging Materials,193.0,2025-10
2025-10-30,Miscellaneous,194.0,2025-10
2025-10-31,Labor - Regular,3480.0,2025-10
2025-10-31,Labor - Overtime,478.0,2025-10
2025-10-31,Fertilizers,1312.0,2025-10
2025-10-31,Pesticides & Fungicides,728.0,2025-10
2025-10-31,Seeds & Rootstock,1056.0,2025-10
2025-10-31,Electricity,373.0,2025-10
2025-10-31,Water,218.0,2025-10
2025-10-31,Equipment Maintenance,192.0,2025-10
2025-10-31,Transport,386.0,2025-10
2025-10-31,Packaging Materials,272.0,2025-10
2025-10-31,Miscellaneous,236.0,2025-10
2025-11-01,Labor - Regular,3171.0,2025-11
2025-11-01,Labor - Overtime,483.0,2025-11
2025-11-01,Fertilizers,957.0,2025-11
2025-11-01,Pesticides & Fungicides,463.0,2025-11
2025-11-01,Seeds & Rootstock,605.0,2025-11
2025-11-01,Electricity,446.0,2025-11
2025-11-01,Water,169.0,2025-11
2025-11-01,Equipment Maintenance,244.0,2025-11
2025-11-01,Transport,315.0,2025-11
2025-11-01,Packaging Materials,255.0,2025-11
2025-11-01,Miscellaneous,132.0,2025-11
2025-11-02,Labor - Regular,0.0,2025-11
2025-11-02,Labor - Overtime,0.0,2025-11
2025-11-02,Fertilizers,142.0,2025-11
2025-11-02,Pesticides & Fungicides,41.0,2025-11
2025-11-02,Seeds & Rootstock,101.0,2025-11
2025-11-02,Electricity,44.0,2025-11
2025-11-02,Water,23.0,2025-11
2025-11-02,Equipment Maintenance,34.0,2025-11
2025-11-02,Transport,30.0,2025-11
2025-11-02,Packaging Materials,23.0,2025-11
2025-11-02,Miscellaneous,12.0,2025-11
2025-11-03,Labor - Regular,3206.0,2025-11
2025-11-03,Labor - Overtime,626.0,2025-11
2025-11-03,Fertilizers,1249.0,2025-11
2025-11-03,Pesticides & Fungicides,530.0,2025-11
2025-11-03,Seeds & Rootstock,732.0,2025-11
2025-11-03,Electricity,364.0,2025-11
2025-11-03,Water,228.0,2025-11
2025-11-03,Equipment Maintenance,261.0,2025-11
2025-11-03,Transport,389.0,2025-11
2025-11-03,Packaging Materials,208.0,2025-11
2025-11-03,Miscellaneous,162.0,2025-11
2025-11-04,Labor - Regular,3167.0,2025-11
2025-11-04,Labor - Overtime,469.0,2025-11
2025-11-04,Fertilizers,876.0,2025-11
2025-11-04,Pesticides & Fungicides,795.0,2025-11
2025-11-04,Seeds & Rootstock,796.0,2025-11
2025-11-04,Electricity,382.0,2025-11
2025-11-04,Water,217.0,2025-11
2025-11-04,Equipment Maintenance,247.0,2025-11
2025-11-04,Transport,338.0,2025-11
2025-11-04,Packaging Materials,278.0,2025-11
2025-11-04,Miscellaneous,209.0,2025-11
2025-11-05,Labor - Regular,3239.0,2025-11
2025-11-05,Labor - Overtime,304.0,2025-11
2025-11-05,Fertilizers,1325.0,2025-11
2025-11-05,Pesticides & Fungicides,670.0,2025-11
2025-11-05,Seeds & Rootstock,875.0,2025-11
2025-11-05,Electricity,424.0,2025-11
2025-11-05,Water,171.0,2025-11
2025-11-05,Equipment Maintenance,350.0,2025-11
2025-11-05,Transport,343.0,2025-11
2025-11-05,Packaging Materials,196.0,2025-11
2025-11-05,Miscellaneous,115.0,2025-11
2025-11-06,Labor - Regular,3167.0,2025-11
2025-11-06,Labor - Overtime,638.0,2025-11
2025-11-06,Fertilizers,1036.0,2025-11
2025-11-06,Pesticides & Fungicides,694.0,2025-11
2025-11-06,Seeds & Rootstock,693.0,2025-11
2025-11-06,Electricity,421.0,2025-11
2025-11-06,Water,198.0,2025-11
2025-11-06,Equipment Maintenance,308.0,2025-11
2025-11-06,Transport,308.0,2025-11
2025-11-06,Packaging Materials,212.0,2025-11
2025-11-06,Miscellaneous,236.0,2025-11
2025-11-07,Labor - Regular,3331.0,2025-11
2025-11-07,Labor - Overtime,404.0,2025-11
2025-11-07,Fertilizers,1282.0,2025-11
2025-11-07,Pesticides & Fungicides,791.0,2025-11
2025-11-07,Seeds & Rootstock,842.0,2025-11
2025-11-07,Electricity,373.0,2025-11
2025-11-07,Water,229.0,2025-11
2025-11-07,Equipment Maintenance,181.0,2025-11
2025-11-07,Transport,337.0,2025-11
2025-11-07,Packaging Materials,210.0,2025-11
2025-11-07,Miscellaneous,232.0,2025-11
2025-11-08,Labor - Regular,3321.0,2025-11
2025-11-08,Labor - Overtime,384.0,2025-11
2025-11-08,Fertilizers,1141.0,2025-11
2025-11-08,Pesticides & Fungicides,526.0,2025-11
