plant_id,variety_name,zone_id,measurement_date,week_number,height_cm,girth_mm,weekly_growth_cm,leaf_count,disease_detected,stress_indicators,health_score
WN-2024-0791,Kashmiri Walnut,ZONE-C,2025-03-07,3,6.1,2.8,1.62,11,,none,95.6
WN-2024-0791,Kashmiri Walnut,ZONE-C,2025-03-14,4,7.1,2.9,0.93,8,,water_stress,82.0
WN-2024-0791,Kashmiri Walnut,ZONE-C,2025-03-21,5,8.4,3.1,1.31,8,,none,84.0
WN-2024-0791,Kashmiri Walnut,ZONE-C,2025-03-28,6,10.0,3.3,1.59,12,,none,96.0
WN-2024-0792,Kashmiri Walnut,ZONE-D,2025-02-05,1,5.4,1.3,1.38,6,,none,82.7
WN-2024-0792,Kashmiri Walnut,ZONE-D,2025-02-12,2,7.1,1.4,1.76,8,,none,91.2
WN-2024-0792,Kashmiri Walnut,ZONE-D,2025-02-19,3,8.4,1.4,1.31,10,,none,93.1
WN-2024-0792,Kashmiri Walnut,ZONE-D,2025-02-26,4,9.7,1.6,1.29,9,,none,78.1
WN-2024-0792,Kashmiri Walnut,ZONE-D,2025-03-05,5,11.3,1.8,1.6,12,,none,88.0
WN-2024-0792,Kashmiri Walnut,ZONE-D,2025-03-12,6,12.3,1.8,0.99,12,,none,87.3
WN-2024-0792,Kashmiri Walnut,ZONE-D,2025-03-19,7,14.1,2.0,1.75,16,,none,89.8
WN-2024-0792,Kashmiri Walnut,ZONE-D,2025-03-26,8,16.2,2.2,2.13,21,,none,91.1
WN-2024-0792,Kashmiri Walnut,ZONE-D,2025-04-02,9,18.1,2.4,1.88,24,,none,86.2
WN-2024-0793,Chandler,ZONE-A,2024-12-02,1,5.4,2.3,1.07,7,,none,90.3
WN-2024-0793,Chandler,ZONE-A,2024-12-09,2,5.9,2.3,0.49,5,,none,87.0
WN-2024-0793,Chandler,ZONE-A,2024-12-16,3,7.0,2.4,1.15,9,,none,87.1
WN-2024-0793,Chandler,ZONE-A,2024-12-23,4,8.1,2.6,1.05,10,,none,87.9
WN-2024-0793,Chandler,ZONE-A,2024-12-30,5,9.0,2.7,0.97,12,,none,92.6
WN-2024-0793,Chandler,ZONE-A,2025-01-06,6,10.3,2.8,1.24,9,,none,88.6
WN-2024-0793,Chandler,ZONE-A,2025-01-13,7,11.1,2.9,0.86,14,,water_stress,89.1
WN-2024-0793,Chandler,ZONE-A,2025-01-20,8,12.2,2.9,1.09,17,,none,84.1
WN-2024-0793,Chandler,ZONE-A,2025-01-27,9,13.0,3.0,0.81,15,,water_stress,80.6
WN-2024-0793,Chandler,ZONE-A,2025-02-03,10,14.1,3.1,1.09,17,Powdery Mildew,none,88.0
WN-2024-0793,Chandler,ZONE-A,2025-02-10,11,15.6,3.1,1.51,21,,none,92.2
WN-2024-0793,Chandler,ZONE-A,2025-02-17,12,17.3,3.2,1.61,19,,none,94.1
WN-2024-0793,Chandler,ZONE-A,2025-02-24,13,18.5,3.3,1.27,21,,none,94.5
WN-2024-0793,Chandler,ZONE-A,2025-03-03,14,20.1,3.4,1.57,20,,none,84.6
WN-2024-0793,Chandler,ZONE-A,2025-03-10,15,21.4,3.4,1.34,22,,water_stress,85.7
WN-2024-0793,Chandler,ZONE-A,2025-03-17,16,23.6,3.5,2.17,27,,none,89.2
WN-2024-0793,Chandler,ZONE-A,2025-03-24,17,25.3,3.7,1.72,29,,none,92.2
WN-2024-0793,Chandler,ZONE-A,2025-03-31,18,28.0,3.9,2.68,30,,none,86.7
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-10-01,1,4.6,1.4,0.45,5,,water_stress,82.3
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-10-08,2,6.3,1.5,1.64,10,,none,90.9
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-10-15,3,7.8,1.6,1.5,6,,none,88.7
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-10-22,4,8.6,1.6,0.87,12,,none,100.0
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-10-29,5,9.7,1.7,1.06,12,,none,86.8
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-11-05,6,11.3,1.8,1.57,13,,none,85.6
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-11-12,7,12.1,1.8,0.82,14,,water_stress,80.3
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-11-19,8,13.1,1.9,1.06,17,,none,89.8
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-11-26,9,14.0,2.0,0.87,16,,none,88.6
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-12-03,10,14.6,2.0,0.58,18,,none,86.2
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-12-10,11,15.0,2.0,0.44,15,,water_stress,82.3
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-12-17,12,15.7,2.0,0.67,19,,none,96.3
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-12-24,13,16.0,2.1,0.26,17,,none,93.5
WN-2024-0794,Kashmiri Walnut,ZONE-D,2024-12-31,14,17.3,2.2,1.38,23,,none,92.5
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-01-07,15,18.0,2.2,0.63,20,,none,86.7
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-01-14,16,18.8,2.4,0.8,21,,none,90.5
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-01-21,17,19.7,2.5,0.95,25,,none,94.6
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-01-28,18,21.4,2.6,1.72,22,,none,87.2
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-02-04,19,22.7,2.7,1.27,28,,none,88.0
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-02-11,20,23.7,2.8,0.99,27,,none,88.3
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-02-18,21,25.0,2.9,1.27,32,,none,96.4
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-02-25,22,25.6,2.9,0.68,31,,water_stress,82.0
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-03-04,23,26.9,3.0,1.26,32,,water_stress,93.4
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-03-11,24,28.1,3.2,1.22,33,,none,85.4
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-03-18,25,29.1,3.3,0.93,38,,water_stress,83.9
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-03-25,26,30.7,3.3,1.62,34,,none,85.0
WN-2024-0794,Kashmiri Walnut,ZONE-D,2025-04-01,27,32.5,3.6,1.78,41,,none,92.1
WN-2024-0795,Franquette,ZONE-D,2024-07-13,1,6.3,2.7,2.03,4,,none,92.8
WN-2024-0795,Franquette,ZONE-D,2024-07-20,2,8.8,3.0,2.54,12,,none,85.3
WN-2024-0795,Franquette,ZONE-D,2024-07-27,3,11.1,3.1,2.27,13,,none,89.8
WN-2024-0795,Franquette,ZONE-D,2024-08-03,4,12.8,3.2,1.74,14,,none,84.6
WN-2024-0795,Franquette,ZONE-D,2024-08-10,5,13.8,3.4,0.96,19,,water_stress,93.4
WN-2024-0795,Franquette,ZONE-D,2024-08-17,6,15.4,3.6,1.65,20,,none,88.0
WN-2024-0795,Franquette,ZONE-D,2024-08-24,7,17.3,3.7,1.83,22,,none,97.7
WN-2024-0795,Franquette,ZONE-D,2024-08-31,8,19.2,3.9,1.91,23,,none,90.8
WN-2024-0795,Franquette,ZONE-D,2024-09-07,9,20.9,4.1,1.78,26,,none,93.1
WN-2024-0795,Franquette,ZONE-D,2024-09-14,10,22.3,4.2,1.37,27,,none,88.8
WN-2024-0795,Franquette,ZONE-D,2024-09-21,11,24.0,4.3,1.72,30,,none,89.0
WN-2024-0795,Franquette,ZONE-D,2024-09-28,12,25.5,4.5,1.44,35,,none,89.2
WN-2024-0795,Franquette,ZONE-D,2024-10-05,13,26.9,4.7,1.44,32,,none,90.7
WN-2024-0795,Franquette,ZONE-D,2024-10-12,14,28.2,4.8,1.33,29,,none,92.8
WN-2024-0795,Franquette,ZONE-D,2024-10-19,15,28.7,4.8,0.43,32,,none,88.4
WN-2024-0795,Franquette,ZONE-D,2024-10-26,16,30.2,4.9,1.5,36,,none,85.0
WN-2024-0795,Franquette,ZONE-D,2024-11-02,17,31.4,5.0,1.22,36,,none,86.4
WN-2024-0795,Franquette,ZONE-D,2024-11-09,18,31.9,5.1,0.55,39,,none,95.2
WN-2024-0795,Franquette,ZONE-D,2024-11-16,19,32.7,5.1,0.79,41,,none,85.2
WN-2024-0795,Franquette,ZONE-D,2024-11-23,20,33.1,5.1,0.4,43,,none,93.7
WN-2024-0795,Franquette,ZONE-D,2024-11-30,21,33.8,5.1,0.64,38,,water_stress,88.4
WN-2024-0795,Franquette,ZONE-D,2024-12-07,22,34.6,5.2,0.84,40,,none,93.2
WN-2024-0795,Franquette,ZONE-D,2024-12-14,23,35.7,5.2,1.06,43,,none,97.7
WN-2024-0795,Franquette,ZONE-D,2024-12-21,24,36.5,5.2,0.86,44,,none,96.1
WN-2024-0795,Franquette,ZONE-D,2024-12-28,25,37.3,5.2,0.8,43,,none,90.1
WN-2024-0795,Franquette,ZONE-D,2025-01-04,26,37.9,5.3,0.58,45,Root Rot,none,87.9
WN-2024-0795,Franquette,ZONE-D,2025-01-11,27,38.8,5.4,0.89,48,,none,92.5
WN-2024-0795,Franquette,ZONE-D,2025-01-18,28,39.8,5.5,0.96,46,,none,84.0
WN-2024-0795,Franquette,ZONE-D,2025-01-25,29,40.5,5.5,0.73,49,,none,84.5
WN-2024-0795,Franquette,ZONE-D,2025-02-01,30,41.5,5.7,1.0,51,,none,81.4
WN-2024-0795,Franquette,ZONE-D,2025-02-08,31,42.1,5.7,0.63,51,,none,96.0
WN-2024-0795,Franquette,ZONE-D,2025-02-15,32,43.3,5.7,1.17,53,,none,92.3
WN-2024-0795,Franquette,ZONE-D,2025-02-22,33,44.3,5.8,1.0,50,,none,81.4
WN-2024-0795,Franquette,ZONE-D,2025-03-01,34,45.3,5.9,1.01,53,,none,90.9
WN-2024-0795,Franquette,ZONE-D,2025-03-08,35,46.4,6.0,1.12,54,Powdery Mildew,none,93.6
WN-2024-0795,Franquette,ZONE-D,2025-03-15,36,48.2,6.0,1.75,54,,none,88.2
WN-2024-0795,Franquette,ZONE-D,2025-03-22,37,49.9,6.2,1.75,59,,none,84.8
WN-2024-0795,Franquette,ZONE-D,2025-03-29,38,51.5,6.4,1.51,61,,none,89.9
WN-2024-0796,Chandler,ZONE-E,2024-08-31,1,6.3,3.1,2.03,6,,none,89.6
WN-2024-0796,Chandler,ZONE-E,2024-09-07,2,8.6,3.3,2.31,12,,none,90.8
WN-2024-0796,Chandler,ZONE-E,2024-09-14,3,10.5,3.5,1.91,14,,none,81.6
WN-2024-0796,Chandler,ZONE-E,2024-09-21,4,12.8,3.7,2.32,17,,none,89.7
WN-2024-0796,Chandler,ZONE-E,2024-09-28,5,14.8,3.8,2.01,16,,none,90.9
WN-2024-0796,Chandler,ZONE-E,2024-10-05,6,16.6,4.0,1.78,18,,none,86.6
WN-2024-0796,Chandler,ZONE-E,2024-10-12,7,18.2,4.2,1.59,22,,none,95.1
WN-2024-0796,Chandler,ZONE-E,2024-10-19,8,19.7,4.3,1.56,22,,none,90.5
WN-2024-0796,Chandler,ZONE-E,2024-10-26,9,21.2,4.4,1.48,24,,none,93.3
WN-2024-0796,Chandler,ZONE-E,2024-11-02,10,22.7,4.6,1.52,26,,none,88.6
WN-2024-0796,Chandler,ZONE-E,2024-11-09,11,23.7,4.7,0.97,29,,none,95.7
WN-2024-0796,Chandler,ZONE-E,2024-11-16,12,24.7,4.8,0.95,33,,none,85.9
WN-2024-0796,Chandler,ZONE-E,2024-11-23,13,26.4,5.0,1.73,32,,none,85.7
WN-2024-0796,Chandler,ZONE-E,2024-11-30,14,27.0,5.0,0.65,31,,none,84.3
WN-2024-0796,Chandler,ZONE-E,2024-12-07,15,28.1,5.0,1.06,33,,none,96.9
WN-2024-0796,Chandler,ZONE-E,2024-12-14,16,29.6,5.2,1.47,36,,water_stress,89.7
WN-2024-0796,Chandler,ZONE-E,2024-12-21,17,30.8,5.3,1.22,41,,none,92.6
WN-2024-0796,Chandler,ZONE-E,2024-12-28,18,32.4,5.3,1.61,37,,none,89.5
WN-2024-0796,Chandler,ZONE-E,2025-01-04,19,34.1,5.3,1.7,43,,none,86.1
WN-2024-0796,Chandler,ZONE-E,2025-01-11,20,34.3,5.4,0.2,35,,none,92.7
WN-2024-0796,Chandler,ZONE-E,2025-01-18,21,35.7,5.5,1.39,43,,none,88.5
WN-2024-0796,Chandler,ZONE-E,2025-01-25,22,36.6,5.6,0.96,43,,water_stress,88.8
WN-2024-0796,Chandler,ZONE-E,2025-02-01,23,37.7,5.6,1.01,42,,none,84.9
WN-2024-0796,Chandler,ZONE-E,2025-02-08,24,38.9,5.7,1.23,46,,none,97.3
WN-2024-0796,Chandler,ZONE-E,2025-02-15,25,40.6,5.8,1.67,50,,none,99.9
WN-2024-0796,Chandler,ZONE-E,2025-02-22,26,42.2,5.8,1.64,49,,none,81.8
WN-2024-0796,Chandler,ZONE-E,2025-03-01,27,43.6,6.0,1.39,56,,none,91.0
WN-2024-0796,Chandler,ZONE-E,2025-03-08,28,45.1,6.2,1.47,56,,none,90.1
WN-2024-0796,Chandler,ZONE-E,2025-03-15,29,46.8,6.3,1.75,55,,none,93.2
WN-2024-0796,Chandler,ZONE-E,2025-03-22,30,48.4,6.5,1.56,55,,none,85.6
WN-2024-0796,Chandler,ZONE-E,2025-03-29,31,50.5,6.6,2.1,56,,none,99.5
WN-2024-0797,Chandler,ZONE-F,2024-06-30,1,5.4,2.2,2.12,7,,water_stress,96.1
WN-2024-0797,Chandler,ZONE-F,2024-07-07,2,8.7,2.5,3.32,11,,none,82.0
WN-2024-0797,Chandler,ZONE-F,2024-07-14,3,11.1,2.7,2.37,18,,none,92.4
WN-2024-0797,Chandler,ZONE-F,2024-07-21,4,13.1,2.8,2.01,12,,none,92.0
WN-2024-0797,Chandler,ZONE-F,2024-07-28,5,16.0,2.9,2.93,22,,none,88.9
WN-2024-0797,Chandler,ZONE-F,2024-08-04,6,18.7,3.2,2.74,22,,none,92.9
WN-2024-0797,Chandler,ZONE-F,2024-08-11,7,21.6,3.5,2.85,26,,none,96.7
WN-2024-0797,Chandler,ZONE-F,2024-08-18,8,23.6,3.6,2.06,26,,none,90.8
WN-2024-0797,Chandler,ZONE-F,2024-08-25,9,25.7,3.7,2.02,30,,none,87.1
WN-2024-0797,Chandler,ZONE-F,2024-09-01,10,27.8,4.0,2.18,31,,none,87.7
WN-2024-0797,Chandler,ZONE-F,2024-09-08,11,29.5,4.1,1.65,36,,none,79.5
WN-2024-0797,Chandler,ZONE-F,2024-09-15,12,32.0,4.3,2.5,41,,none,84.9
WN-2024-0797,Chandler,ZONE-F,2024-09-22,13,33.8,4.5,1.77,41,,none,87.7
WN-2024-0797,Chandler,ZONE-F,2024-09-29,14,35.6,4.7,1.83,46,,none,90.9
WN-2024-0797,Chandler,ZONE-F,2024-10-06,15,37.0,4.8,1.42,46,,none,85.0
WN-2024-0797,Chandler,ZONE-F,2024-10-13,16,38.4,4.9,1.39,44,,none,92.3
WN-2024-0797,Chandler,ZONE-F,2024-10-20,17,39.6,5.0,1.23,44,,none,85.9
WN-2024-0797,Chandler,ZONE-F,2024-10-27,18,40.5,5.1,0.89,45,,none,89.7
WN-2024-0797,Chandler,ZONE-F,2024-11-03,19,42.0,5.3,1.51,48,,none,84.7
WN-2024-0797,Chandler,ZONE-F,2024-11-10,20,43.4,5.4,1.41,53,,none,93.7
WN-2024-0797,Chandler,ZONE-F,2024-11-17,21,44.1,5.4,0.71,54,,water_stress,83.7
WN-2024-0797,Chandler,ZONE-F,2024-11-24,22,45.3,5.5,1.22,54,,none,84.4
WN-2024-0797,Chandler,ZONE-F,2024-12-01,23,46.1,5.6,0.78,57,,none,90.9
WN-2024-0797,Chandler,ZONE-F,2024-12-08,24,46.9,5.7,0.8,53,,none,87.3
WN-2024-0797,Chandler,ZONE-F,2024-12-15,25,48.2,5.8,1.25,58,,none,85.0
WN-2024-0797,Chandler,ZONE-F,2024-12-22,26,48.4,5.8,0.27,53,,water_stress,88.3
WN-2024-0797,Chandler,ZONE-F,2024-12-29,27,49.8,6.0,1.31,58,,none,84.8
WN-2024-0797,Chandler,ZONE-F,2025-01-05,28,50.4,6.0,0.62,62,,water_stress,87.4
WN-2024-0797,Chandler,ZONE-F,2025-01-12,29,51.0,6.0,0.64,64,,none,96.2
WN-2024-0797,Chandler,ZONE-F,2025-01-19,30,52.0,5.9,1.02,64,,none,91.2
WN-2024-0797,Chandler,ZONE-F,2025-01-26,31,53.6,6.0,1.55,64,,none,89.4
WN-2024-0797,Chandler,ZONE-F,2025-02-02,32,55.5,6.1,1.91,69,,none,86.1
WN-2024-0797,Chandler,ZONE-F,2025-02-09,33,56.7,6.2,1.18,68,,none,88.8
WN-2024-0797,Chandler,ZONE-F,2025-02-16,34,58.6,6.4,1.9,68,,none,85.8
WN-2024-0797,Chandler,ZONE-F,2025-02-23,35,60.3,6.5,1.73,76,,none,89.9
WN-2024-0797,Chandler,ZONE-F,2025-03-02,36,62.4,6.7,2.13,77,,none,90.9
WN-2024-0797,Chandler,ZONE-F,2025-03-09,37,63.0,6.7,0.59,80,,water_stress,81.1
WN-2024-0797,Chandler,ZONE-F,2025-03-16,38,64.1,6.8,1.09,80,,water_stress,90.4
WN-2024-0797,Chandler,ZONE-F,2025-03-23,39,65.7,6.9,1.59,77,,none,88.8
WN-2024-0797,Chandler,ZONE-F,2025-03-30,40,68.1,7.1,2.36,84,,none,89.3
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-07-28,1,3.8,2.1,0.99,5,,water_stress,85.0
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-08-04,2,6.3,2.3,2.56,6,,none,83.9
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-08-11,3,8.4,2.5,2.06,10,,none,86.5
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-08-18,4,10.9,2.8,2.5,12,,none,94.3
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-08-25,5,13.1,2.9,2.15,14,,none,88.4
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-09-01,6,14.9,3.1,1.86,20,,none,94.8
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-09-08,7,16.3,3.3,1.42,20,,none,86.8
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-09-15,8,18.0,3.3,1.67,25,,none,82.0
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-09-22,9,19.6,3.3,1.63,22,,none,93.4
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-09-29,10,21.4,3.5,1.77,26,,none,77.2
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-10-06,11,22.4,3.5,1.0,25,,water_stress,85.0
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-10-13,12,23.3,3.6,0.93,25,Root Rot,none,94.9
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-10-20,13,24.6,3.7,1.24,28,,none,87.1
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-10-27,14,25.7,3.7,1.16,29,,none,86.4
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-11-03,15,26.7,3.7,0.96,37,,none,90.2
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-11-10,16,27.7,3.8,1.06,33,,none,94.5
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-11-17,17,28.8,3.9,1.07,34,,none,90.6
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-11-24,18,30.0,4.0,1.15,38,,none,90.9
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-12-01,19,30.9,4.0,0.94,33,,none,93.8
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-12-08,20,31.6,4.0,0.68,38,,water_stress,77.5
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-12-15,21,32.2,4.1,0.63,38,,none,81.5
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-12-22,22,32.9,4.1,0.74,39,,none,90.7
WN-2024-0798,Kashmiri Walnut,ZONE-C,2024-12-29,23,33.8,4.2,0.88,38,,none,89.4
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-01-05,24,34.6,4.3,0.77,40,,none,89.9
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-01-12,25,35.3,4.4,0.7,41,,none,91.3
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-01-19,26,36.3,4.4,1.02,40,,none,98.0
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-01-26,27,37.6,4.6,1.33,40,,none,89.3
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-02-02,28,38.5,4.8,0.83,42,,water_stress,79.4
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-02-09,29,39.6,4.9,1.17,46,,none,91.3
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-02-16,30,40.7,5.0,1.1,49,,none,92.3
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-02-23,31,41.5,5.1,0.81,51,,none,92.2
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-03-02,32,42.7,5.3,1.11,49,,none,90.7
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-03-09,33,44.2,5.4,1.53,52,,none,93.4
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-03-16,34,46.1,5.6,1.89,54,,none,85.6
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-03-23,35,47.1,5.7,1.07,60,,none,96.2
WN-2024-0798,Kashmiri Walnut,ZONE-C,2025-03-30,36,48.3,5.7,1.14,57,,none,85.5
WN-2024-0799,Local Variety,ZONE-E,2025-02-17,1,3.8,1.9,1.38,3,,none,96.8
WN-2024-0799,Local Variety,ZONE-E,2025-02-24,2,4.7,2.0,0.97,8,,none,89.1
WN-2024-0799,Local Variety,ZONE-E,2025-03-03,3,5.9,2.1,1.15,8,,none,94.9
WN-2024-0799,Local Variety,ZONE-E,2025-03-10,4,7.0,2.2,1.06,3,,none,98.8
WN-2024-0799,Local Variety,ZONE-E,2025-03-17,5,8.2,2.2,1.27,11,,none,90.3
WN-2024-0799,Local Variety,ZONE-E,2025-03-24,6,9.8,2.4,1.57,7,,none,82.0
WN-2024-0799,Local Variety,ZONE-E,2025-03-31,7,11.3,2.5,1.47,17,,none,83.0
WN-2024-0800,Kashmiri Walnut,ZONE-C,2025-01-24,1,5.5,2.7,0.68,8,,none,75.3
WN-2024-0800,Kashmiri Walnut,ZONE-C,2025-01-31,2,6.8,2.8,1.35,4,,none,88.4
WN-2024-0800,Kashmiri Walnut,ZONE-C,2025-02-07,3,8.0,3.0,1.12,6,,none,90.9
WN-2024-0800,Kashmiri Walnut,ZONE-C,2025-02-14,4,8.9,3.1,0.97,8,,none,87.8
WN-2024-0800,Kashmiri Walnut,ZONE-C,2025-02-21,5,10.3,3.1,1.36,12,,none,100.0
WN-2024-0800,Kashmiri Walnut,ZONE-C,2025-02-28,6,11.7,3.2,1.39,17,,none,91.0
WN-2024-0800,Kashmiri Walnut,ZONE-C,2025-03-07,7,12.9,3.2,1.2,14,,none,90.9
WN-2024-0800,Kashmiri Walnut,ZONE-C,2025-03-14,8,14.6,3.3,1.75,19,,none,90.8
WN-2024-0800,Kashmiri Walnut,ZONE-C,2025-03-21,9,16.2,3.4,1.53,20,,none,88.8
WN-2024-0800,Kashmiri Walnut,ZONE-C,2025-03-28,10,17.7,3.5,1.59,23,,none,96.2
WN-2024-0801,Kashmiri Walnut,ZONE-D,2024-11-25,1,3.6,3.0,1.33,5,,none,83.4
WN-2024-0801,Kashmiri Walnut,ZONE-D,2024-12-02,2,4.2,3.0,0.54,3,,none,93.6
WN-2024-0801,Kashmiri Walnut,ZONE-D,2024-12-09,3,4.2,3.0,0.0,7,,water_stress,87.0
WN-2024-0801,Kashmiri Walnut,ZONE-D,2024-12-16,4,5.3,3.0,1.16,3,,none,95.3
WN-2024-0801,Kashmiri Walnut,ZONE-D,2024-12-23,5,5.7,3.0,0.42,8,,none,90.5
WN-2024-0801,Kashmiri Walnut,ZONE-D,2024-12-30,6,6.7,3.0,1.01,4,,none,87.5
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-01-06,7,7.9,3.1,1.11,5,,none,85.8
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-01-13,8,8.9,3.2,1.01,11,,none,91.7
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-01-20,9,9.9,3.4,1.03,11,,none,90.3
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-01-27,10,10.9,3.5,0.99,13,,none,89.3
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-02-03,11,12.3,3.6,1.4,13,,none,99.0
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-02-10,12,13.5,3.7,1.22,16,,none,89.6
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-02-17,13,15.3,3.9,1.75,18,,none,91.0
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-02-24,14,16.8,4.1,1.52,21,Anthracnose,none,97.7
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-03-03,15,18.7,4.3,1.9,21,,none,88.0
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-03-10,16,20.1,4.5,1.45,23,,none,93.8
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-03-17,17,22.1,4.6,1.95,24,,none,95.6
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-03-24,18,24.1,4.8,2.04,30,,none,91.8
WN-2024-0801,Kashmiri Walnut,ZONE-D,2025-03-31,19,25.8,4.9,1.72,33,,none,86.9
WN-2024-0802,Franquette,ZONE-C,2024-05-15,1,6.9,1.9,1.93,8,,none,93.2
WN-2024-0802,Franquette,ZONE-C,2024-05-22,2,8.2,1.9,1.25,9,,water_stress,88.4
WN-2024-0802,Franquette,ZONE-C,2024-05-29,3,11.1,2.2,2.9,13,Powdery Mildew,none,95.2
WN-2024-0802,Franquette,ZONE-C,2024-06-05,4,13.2,2.4,2.17,13,,none,81.3
WN-2024-0802,Franquette,ZONE-C,2024-06-12,5,15.7,2.5,2.43,17,,none,91.5
WN-2024-0802,Franquette,ZONE-C,2024-06-19,6,17.5,2.7,1.84,19,,none,85.2
WN-2024-0802,Franquette,ZONE-C,2024-06-26,7,20.2,3.0,2.7,23,,none,91.7
WN-2024-0802,Franquette,ZONE-C,2024-07-03,8,23.0,3.2,2.8,28,,none,88.3
WN-2024-0802,Franquette,ZONE-C,2024-07-10,9,25.7,3.4,2.72,31,,none,85.1
WN-2024-0802,Franquette,ZONE-C,2024-07-17,10,27.8,3.5,2.05,31,,none,89.7
WN-2024-0802,Franquette,ZONE-C,2024-07-24,11,29.6,3.7,1.87,38,,none,85.7
WN-2024-0802,Franquette,ZONE-C,2024-07-31,12,31.7,4.0,2.09,41,,none,91.6
WN-2024-0802,Franquette,ZONE-C,2024-08-07,13,33.8,4.0,2.03,38,,none,88.3
WN-2024-0802,Franquette,ZONE-C,2024-08-14,14,36.0,4.2,2.24,42,,none,94.4
WN-2024-0802,Franquette,ZONE-C,2024-08-21,15,37.7,4.4,1.73,46,,none,87.5
WN-2024-0802,Franquette,ZONE-C,2024-08-28,16,39.7,4.6,1.97,48,,none,96.1
WN-2024-0802,Franquette,ZONE-C,2024-09-04,17,40.8,4.7,1.11,49,,none,89.1
WN-2024-0802,Franquette,ZONE-C,2024-09-11,18,42.2,4.8,1.39,53,,none,88.6
WN-2024-0802,Franquette,ZONE-C,2024-09-18,19,44.1,5.0,1.93,54,,none,90.6
